Baseline_good_outcomes_(median),Baseline_good_outcomes_per_1000_patients_(low_5%),Baseline_good_outcomes_per_1000_patients_(high_95%),Baseline_good_outcomes_per_1000_patients_(mean),Baseline_good_outcomes_per_1000_patients_(stdev),Baseline_good_outcomes_per_1000_patients_(95ci),Percent_Thrombolysis_(median%),Percent_Thrombolysis_(low_5%),Percent_Thrombolysis_(high_95%),Percent_Thrombolysis_(mean),Percent_Thrombolysis_(stdev),Percent_Thrombolysis_(95ci),Additional_good_outcomes_per_1000_patients_(median),Additional_good_outcomes_per_1000_patients_(low_5%),Additional_good_outcomes_per_1000_patients_(high_95%),Additional_good_outcomes_per_1000_patients_(mean),Additional_good_outcomes_per_1000_patients_(stdev),Additional_good_outcomes_per_1000_patients_(95ci),Onset_to_needle_(mean),calibration,scenario,stroke_team
265.56,240.93,287.68,265.79,15.68,3.07,17.09,14.96,19.61,17.27,1.38,0.27,17.17,14.94,19.71,17.31,1.45,0.28,128.09,1.0,speed,EQPWM6065O
245.08,217.85,270.95,246.29,16.95,3.32,13.16,11.2,15.6,13.24,1.33,0.26,12.19,10.18,14.42,12.18,1.34,0.26,137.76,1.0,speed,EQZZZ5658G
273.66,259.91,290.41,273.95,9.56,1.87,9.17,8.23,10.46,9.27,0.67,0.13,8.66,7.75,9.78,8.72,0.68,0.13,147.19,1.0,speed,FAJKD7118X
248.64,217.7,275.86,248.53,17.34,3.4,10.34,7.79,12.53,10.23,1.37,0.27,9.32,6.91,11.33,9.29,1.3,0.25,141.52,1.0,speed,FCCJC8768V
265.59,246.82,290.52,267.12,13.99,2.74,13.34,11.72,15.09,13.45,1.02,0.2,13.11,11.41,14.87,13.15,1.05,0.21,134.79,1.0,speed,FLVXS2956M
265.11,246.98,291.97,265.63,12.84,2.52,15.28,13.55,16.93,15.24,1.12,0.22,14.96,13.09,16.61,14.93,1.19,0.23,133.32,1.0,speed,FPTBM7594G
237.43,203.63,268.16,235.14,22.61,4.43,9.78,7.25,12.57,9.73,1.68,0.33,8.77,6.4,11.55,8.78,1.7,0.33,134.33,1.0,speed,FWHZZ0143J
251.64,218.27,284.46,250.98,21.04,4.12,11.38,9.19,13.58,11.45,1.3,0.26,11.18,8.71,13.27,11.09,1.38,0.27,128.56,1.0,speed,FYFMU3598G
276.47,250.0,300.07,274.21,15.68,3.07,20.44,17.21,23.25,20.49,1.75,0.34,20.1,17.35,22.82,20.03,1.68,0.33,134.98,1.0,speed,GKONI0110I
263.25,243.25,296.45,265.04,16.13,3.16,13.86,11.69,15.91,13.79,1.31,0.26,13.43,11.27,15.55,13.42,1.28,0.25,132.89,1.0,speed,GLRVJ5773V
272.06,245.04,294.24,271.31,15.79,3.1,9.68,7.84,10.91,9.63,0.92,0.18,9.45,7.61,10.83,9.43,0.97,0.19,136.31,1.0,speed,GRCGI3873D
257.53,230.77,284.28,256.97,17.77,3.48,13.21,11.36,15.06,13.11,1.17,0.23,12.94,10.89,14.7,12.89,1.24,0.24,127.21,1.0,speed,GWOXR9160G
262.88,234.46,287.83,261.3,17.01,3.33,18.47,15.97,21.33,18.53,1.75,0.34,17.39,15.04,20.5,17.5,1.78,0.35,139.37,1.0,speed,HBFCN1575G
258.65,227.18,286.66,258.02,18.48,3.62,9.88,7.58,11.71,9.86,1.26,0.25,10.0,7.46,11.83,9.8,1.36,0.27,124.75,1.0,speed,HGGNH9018F
254.6,211.5,291.41,253.99,23.94,4.69,11.66,9.51,14.13,11.88,1.46,0.29,11.59,9.37,13.89,11.64,1.52,0.3,128.25,1.0,speed,HONZP0443O
264.15,216.98,316.27,266.42,31.77,6.23,13.68,10.38,17.95,13.92,2.32,0.45,14.12,10.18,18.83,14.12,2.59,0.51,128.09,1.0,speed,HPWIF9956L
257.18,234.58,280.96,257.04,15.7,3.08,17.29,15.1,19.36,17.33,1.31,0.26,17.13,14.95,19.46,17.17,1.4,0.27,126.05,1.0,speed,HREGJ0143U
274.12,244.47,305.88,273.98,20.32,3.98,5.88,4.24,7.32,5.93,0.99,0.19,5.7,4.07,7.49,5.83,1.05,0.21,136.28,1.0,speed,HYCCK3082L
257.16,231.44,276.53,256.23,14.62,2.87,9.09,7.47,10.71,9.09,1.01,0.2,8.34,6.94,10.04,8.35,0.97,0.19,142.13,1.0,speed,HYNBH3271L
246.18,202.1,297.9,248.02,28.68,5.62,4.2,2.29,6.13,4.16,1.18,0.23,4.18,2.01,6.14,4.15,1.23,0.24,120.56,1.0,speed,HZMLX7970T
256.67,226.67,297.78,260.07,21.44,4.2,13.78,11.33,16.23,13.82,1.54,0.3,13.24,10.38,15.93,13.2,1.57,0.31,136.31,1.0,speed,HZNVT9936G
253.07,218.67,280.22,252.58,18.57,3.64,10.07,8.1,12.78,10.08,1.45,0.28,9.57,7.36,11.8,9.53,1.41,0.28,133.39,1.0,speed,IATJE0497S
250.0,216.82,276.01,249.54,18.91,3.71,17.83,15.6,20.6,18.07,1.63,0.32,17.15,14.23,19.71,17.15,1.64,0.32,130.84,1.0,speed,IAZKG9244A
244.38,220.0,273.81,246.7,16.32,3.2,11.12,9.5,12.88,11.16,1.04,0.2,10.29,8.71,11.84,10.21,0.98,0.19,138.66,1.0,speed,IDHVL2894N
238.1,217.6,267.01,239.56,15.22,2.98,9.86,8.32,11.9,9.85,1.07,0.21,8.88,7.24,10.77,8.94,1.15,0.22,137.86,1.0,speed,ISIZF6614O
265.62,218.55,316.6,266.56,28.52,5.59,3.12,1.56,5.47,3.25,1.16,0.23,3.81,1.91,6.61,3.88,1.43,0.28,81.61,1.0,speed,ISXKM9668U
264.71,237.1,297.91,264.59,18.59,3.64,12.14,9.67,14.62,12.2,1.49,0.29,11.91,9.44,14.57,11.99,1.56,0.31,131.04,1.0,speed,ITFRR7678Y
260.15,225.76,289.59,258.65,22.39,4.39,7.87,5.84,9.9,7.76,1.17,0.23,7.27,5.57,8.91,7.33,1.16,0.23,138.41,1.0,speed,IUMNL9626U
253.46,198.16,285.94,247.93,29.2,5.72,8.76,5.99,11.54,8.74,1.74,0.34,8.55,5.8,12.18,8.71,1.98,0.39,120.27,1.0,speed,IWINL6248B
234.88,208.09,258.86,234.91,15.66,3.07,10.83,9.14,12.52,10.81,1.01,0.2,9.78,8.32,11.45,9.85,1.02,0.2,131.66,1.0,speed,IYJHY1440E
271.96,251.38,295.01,272.9,14.03,2.75,10.83,9.26,12.4,10.88,1.05,0.21,10.77,9.06,12.32,10.71,1.09,0.21,134.31,1.0,speed,JADBS8258F
258.84,239.03,282.8,260.07,13.79,2.7,11.95,10.49,13.74,12.1,1.11,0.22,11.49,9.95,13.43,11.49,1.1,0.22,138.73,1.0,speed,JHDQL1362V
258.89,238.92,275.43,257.15,11.48,2.25,13.81,12.48,15.55,13.89,0.95,0.19,13.23,11.85,14.91,13.28,1.0,0.2,134.51,1.0,speed,JINXD0311F
276.67,236.5,313.33,274.23,24.03,4.71,11.0,7.98,14.02,11.32,1.86,0.36,11.72,7.99,14.79,11.62,2.03,0.4,125.97,1.0,speed,JRXDG8181O
262.38,207.43,336.63,266.14,40.74,7.99,8.91,5.89,14.85,9.44,2.86,0.56,9.07,5.01,14.63,9.46,3.04,0.6,126.19,1.0,speed,JXJYG0100P
241.16,213.75,270.42,241.53,18.41,3.61,15.43,12.85,17.54,15.28,1.47,0.29,14.18,11.92,16.22,14.06,1.4,0.27,135.57,1.0,speed,KECZG3964M
277.66,252.74,302.53,276.24,16.14,3.16,13.91,12.11,16.13,14.02,1.18,0.23,13.9,11.94,16.22,13.99,1.33,0.26,133.52,1.0,speed,KZKEZ2257Z
236.96,206.52,265.22,236.3,17.89,3.51,7.61,5.87,10.0,7.71,1.3,0.26,6.95,5.37,9.39,7.08,1.26,0.25,129.24,1.0,speed,LECHF1024T
249.45,218.6,282.39,250.81,18.92,3.71,2.19,1.09,3.5,2.32,0.79,0.15,2.05,1.06,3.32,2.12,0.71,0.14,135.03,1.0,speed,LFPMM4706C
251.67,219.83,300.33,256.4,26.21,5.14,11.0,8.33,14.0,11.08,1.82,0.36,10.69,7.94,13.68,10.67,1.83,0.36,130.63,1.0,speed,LFZMO6561M
259.53,228.5,286.12,258.37,19.55,3.83,8.26,6.35,10.17,8.27,1.19,0.23,8.11,6.49,10.06,8.17,1.21,0.24,127.52,1.0,speed,LGNPK4211W
260.56,225.35,298.59,261.1,23.8,4.67,12.11,9.27,14.94,12.1,1.83,0.36,11.84,9.31,15.17,11.95,1.89,0.37,126.35,1.0,speed,LLPWF6176Z
251.77,226.15,279.24,253.0,16.3,3.2,11.93,9.54,14.67,11.95,1.49,0.29,10.8,8.73,13.35,10.9,1.45,0.28,143.0,1.0,speed,LUVFZ2751A
223.63,181.01,261.6,221.1,26.28,5.15,5.91,3.38,8.88,5.93,1.65,0.32,5.39,3.33,8.62,5.53,1.64,0.32,121.38,1.0,speed,LZAYM7611L
246.43,225.5,275.07,247.08,14.61,2.86,12.37,10.46,13.81,12.28,1.05,0.21,11.33,9.8,13.04,11.31,1.07,0.21,138.63,1.0,speed,LZGVG8257A
265.84,237.94,301.55,265.72,18.46,3.62,24.42,21.94,26.89,24.38,1.62,0.32,24.36,21.58,26.74,24.36,1.71,0.34,128.16,1.0,speed,MHMYL4920B
236.25,200.65,281.72,239.71,23.98,4.7,9.71,7.75,12.3,9.87,1.56,0.31,9.16,6.76,11.96,9.29,1.61,0.32,129.95,1.0,speed,NFBUF0424E
249.55,222.33,283.91,250.85,18.59,3.64,14.83,12.65,17.01,14.75,1.34,0.26,13.75,11.54,15.83,13.68,1.33,0.26,138.02,1.0,speed,NGKDE7265L
247.26,228.4,277.0,249.92,15.95,3.13,16.9,14.7,19.11,17.01,1.4,0.27,16.14,13.74,18.89,16.29,1.57,0.31,129.66,1.0,speed,NTPQZ0829K
263.75,231.39,286.65,261.25,18.08,3.54,11.97,10.51,13.92,12.01,1.11,0.22,11.5,9.87,13.35,11.57,1.13,0.22,133.79,1.0,speed,NZECY6641V
266.51,240.41,289.39,266.16,16.55,3.24,8.96,7.22,10.85,9.08,1.13,0.22,8.72,6.79,10.72,8.73,1.21,0.24,136.71,1.0,speed,NZNML2841Q
243.71,223.49,263.79,243.56,12.39,2.43,11.74,10.53,13.23,11.82,0.84,0.17,10.7,9.49,12.04,10.73,0.8,0.16,138.67,1.0,speed,OFKDF3720W
256.98,229.8,290.8,257.98,17.82,3.49,11.17,9.33,13.47,11.27,1.36,0.27,11.2,9.27,13.72,11.36,1.49,0.29,123.4,1.0,speed,OHGIK1804X
273.06,239.85,304.61,273.69,19.53,3.83,8.49,7.0,10.33,8.6,1.02,0.2,9.18,7.01,11.19,9.11,1.23,0.24,121.19,1.0,speed,OKVRY7006H
263.54,229.24,294.31,265.27,19.25,3.77,16.61,13.54,19.14,16.59,1.68,0.33,15.36,12.81,18.18,15.4,1.6,0.31,145.91,1.0,speed,OQYTM8444L
261.19,216.23,306.16,260.63,26.5,5.19,10.45,7.82,14.2,10.71,1.98,0.39,9.61,6.77,13.5,9.78,1.9,0.37,145.63,1.0,speed,OUXUZ1084Q
253.64,225.87,282.8,253.09,17.93,3.51,13.7,11.66,15.9,13.69,1.41,0.28,12.78,11.05,15.3,13.02,1.39,0.27,133.52,1.0,speed,OYASQ1316D
263.36,230.92,292.08,263.26,19.86,3.89,14.5,12.2,17.37,14.55,1.62,0.32,14.07,12.04,17.11,14.28,1.67,0.33,130.66,1.0,speed,PAOUI8935Z
252.22,227.18,277.09,252.22,15.73,3.08,12.97,10.83,15.45,12.96,1.42,0.28,11.69,9.43,13.64,11.61,1.34,0.26,145.06,1.0,speed,PAYNN3649Z
260.46,234.82,290.15,261.79,16.32,3.2,10.12,8.09,11.88,10.14,1.13,0.22,9.5,7.74,11.37,9.58,1.07,0.21,138.0,1.0,speed,PDNWI2057P
253.18,228.79,278.73,253.48,15.72,3.08,12.49,10.86,14.68,12.58,1.13,0.22,12.15,10.7,14.09,12.22,1.17,0.23,129.14,1.0,speed,PSNKC7508G
273.25,249.27,298.78,273.43,17.19,3.37,8.16,6.35,10.11,8.14,1.1,0.22,8.29,6.3,9.91,8.2,1.11,0.22,131.11,1.0,speed,QNARI2373R
278.91,249.05,303.81,278.87,16.58,3.25,17.22,14.74,19.57,17.13,1.48,0.29,17.09,14.76,19.91,17.16,1.6,0.31,135.58,1.0,speed,QOAPO4699N
252.98,224.11,279.47,252.74,18.07,3.54,10.26,8.11,12.65,10.43,1.35,0.26,9.91,7.72,12.34,9.89,1.43,0.28,132.1,1.0,speed,QOGNY5824N
243.39,201.06,275.26,241.19,22.45,4.4,17.72,14.55,20.65,17.73,1.92,0.38,15.55,12.56,18.72,15.71,1.88,0.37,142.35,1.0,speed,QQUVD2066Z
270.97,229.03,313.23,271.35,24.07,4.72,13.23,10.31,15.81,13.12,1.71,0.34,13.32,10.45,15.81,13.15,1.77,0.35,129.65,1.0,speed,QTELJ8888W
266.6,251.36,292.81,269.22,13.79,2.7,15.69,13.77,17.61,15.71,1.13,0.22,15.39,13.34,17.79,15.47,1.23,0.24,133.19,1.0,speed,QWKRA8499D
254.85,218.84,293.91,255.9,23.18,4.54,10.8,7.76,13.05,10.61,1.58,0.31,10.3,7.44,12.37,10.14,1.53,0.3,132.94,1.0,speed,QZMCK3259S
249.46,215.58,281.05,249.37,19.53,3.83,10.24,8.27,12.42,10.26,1.25,0.24,10.04,7.83,12.03,10.08,1.36,0.27,123.65,1.0,speed,RDVPJ0375X
244.91,220.66,278.72,247.5,17.89,3.51,15.73,13.76,17.39,15.59,1.24,0.24,14.71,12.53,16.45,14.65,1.18,0.23,132.98,1.0,speed,REVJR6326T
250.92,215.87,274.91,249.56,19.04,3.73,19.93,17.53,22.7,20.01,1.71,0.33,18.64,16.54,21.31,18.81,1.61,0.32,131.79,1.0,speed,RGJWU8840Q
252.39,230.8,278.77,254.71,15.06,2.95,12.92,11.0,14.84,12.83,1.19,0.23,12.54,10.55,14.57,12.53,1.25,0.24,128.89,1.0,speed,ROOIZ9592Y
244.37,207.21,272.75,242.16,20.23,3.97,11.26,9.0,14.19,11.42,1.51,0.3,10.74,8.43,13.93,10.9,1.49,0.29,127.84,1.0,speed,SBRDX1922J
271.83,245.39,301.65,272.82,19.34,3.79,9.06,7.25,11.05,9.1,1.17,0.23,9.17,7.23,10.9,9.18,1.22,0.24,130.52,1.0,speed,SBYTE4026H
251.62,231.57,276.91,252.77,15.05,2.95,12.03,10.72,13.84,12.14,0.97,0.19,11.14,9.62,12.92,11.22,0.98,0.19,137.9,1.0,speed,SJVFI6669M
281.85,257.4,311.58,283.19,17.1,3.35,13.0,11.07,14.55,12.95,1.1,0.22,13.33,11.13,15.1,13.32,1.21,0.24,131.38,1.0,speed,SMVTP6284P
269.32,236.25,304.77,269.98,21.42,4.2,8.18,5.91,10.23,8.23,1.28,0.25,8.23,5.75,10.44,8.33,1.41,0.28,126.43,1.0,speed,SQGXB9559U
254.97,205.3,324.5,257.95,34.45,6.75,14.57,9.93,18.58,14.4,2.7,0.53,13.47,8.87,18.63,13.63,2.99,0.59,136.65,1.0,speed,TBZOA3799I
280.16,250.88,311.48,279.53,18.72,3.67,12.26,10.11,14.03,12.24,1.41,0.28,12.63,10.29,15.04,12.82,1.58,0.31,127.02,1.0,speed,TFSJP6914B
239.96,210.23,277.44,242.96,22.05,4.32,8.03,6.11,9.94,8.02,1.14,0.22,7.66,5.76,9.43,7.56,1.12,0.22,129.63,1.0,speed,TKRKH4920C
252.66,210.11,289.89,252.07,24.35,4.77,13.83,11.44,16.77,13.75,1.68,0.33,13.21,10.48,16.21,13.3,1.75,0.34,128.86,1.0,speed,TMQMS4307W
257.97,225.94,298.55,258.81,22.9,4.49,14.2,9.86,17.12,13.94,2.16,0.42,13.21,9.28,16.08,13.06,2.06,0.4,138.59,1.0,speed,TPFFP4410O
278.95,254.39,305.53,278.46,17.2,3.37,10.7,8.59,12.81,10.58,1.31,0.26,10.76,8.81,13.37,10.85,1.39,0.27,128.87,1.0,speed,TPXYE0168D
263.42,244.48,286.38,265.64,13.32,2.61,13.82,11.63,15.62,13.77,1.21,0.24,13.66,11.51,15.53,13.55,1.25,0.24,132.7,1.0,speed,TQQYU0036V
242.42,209.37,275.62,242.67,21.87,4.29,10.88,8.53,13.5,10.95,1.55,0.3,9.72,7.31,11.97,9.64,1.46,0.29,140.88,1.0,speed,TXHRP7672C
244.37,226.49,264.97,245.72,13.49,2.64,10.6,8.87,12.06,10.54,1.05,0.21,9.61,7.95,11.19,9.6,1.07,0.21,139.07,1.0,speed,TXYJJ1019H
262.51,248.05,287.04,263.48,12.58,2.46,15.18,13.68,17.46,15.37,1.16,0.23,15.03,13.43,17.24,15.09,1.18,0.23,131.51,1.0,speed,UALFR2142B
252.32,230.4,282.12,254.53,16.14,3.16,9.93,7.81,11.79,9.87,1.19,0.23,9.76,7.53,11.54,9.63,1.23,0.24,126.18,1.0,speed,UIWEN7236N
258.78,227.26,288.35,258.63,18.17,3.56,13.49,11.44,15.53,13.46,1.37,0.27,13.03,10.64,15.0,12.95,1.35,0.26,135.16,1.0,speed,UJETD9177J
278.2,232.71,327.07,278.72,29.82,5.85,13.53,10.49,16.92,13.44,2.09,0.41,14.05,9.81,17.47,13.88,2.27,0.44,127.93,1.0,speed,UMYTD3128E
235.68,204.41,268.72,234.1,20.09,3.94,14.1,11.67,16.52,14.11,1.48,0.29,12.84,10.79,15.26,12.84,1.38,0.27,132.95,1.0,speed,UWCEW6851O
264.26,229.85,298.48,263.5,21.65,4.24,12.93,10.64,15.6,12.96,1.43,0.28,12.39,10.77,14.89,12.59,1.36,0.27,133.19,1.0,speed,VKHPY9501A
262.41,238.97,282.17,260.9,12.79,2.51,13.33,11.94,14.89,13.35,0.94,0.18,12.69,11.14,13.94,12.65,0.94,0.18,138.12,1.0,speed,VKKDD9172T
243.7,216.81,272.35,243.45,16.86,3.31,11.18,8.74,13.28,11.05,1.47,0.29,10.59,8.02,12.52,10.49,1.51,0.3,128.1,1.0,speed,VUHVS8909F
290.5,234.36,335.2,286.76,32.53,6.38,5.03,2.23,7.26,4.89,1.5,0.29,5.2,2.61,7.84,5.21,1.64,0.32,123.51,1.0,speed,VVDIY0129H
242.03,209.06,272.91,240.84,19.36,3.79,15.14,12.94,17.73,15.27,1.5,0.29,13.92,11.51,16.53,14.09,1.5,0.29,132.57,1.0,speed,VZOCK3505U
257.99,223.46,297.54,259.9,22.17,4.34,9.83,7.86,12.04,9.83,1.25,0.25,9.76,7.76,12.01,9.78,1.26,0.25,126.74,1.0,speed,VZZSN1825O
245.13,208.91,284.26,249.08,24.3,4.76,11.42,8.91,13.93,11.37,1.64,0.32,10.82,8.6,14.14,11.06,1.73,0.34,125.11,1.0,speed,WJHSV5358P
252.51,224.08,280.94,254.41,16.97,3.33,11.79,9.87,14.38,11.83,1.28,0.25,10.97,9.17,13.67,11.09,1.28,0.25,137.1,1.0,speed,WKDIW7014B
234.38,187.11,297.27,236.95,37.43,7.34,12.89,7.81,18.75,12.62,2.95,0.58,11.66,7.07,16.97,11.88,2.91,0.57,130.14,1.0,speed,WSFVN0229E
251.26,206.03,302.01,253.17,31.42,6.16,9.55,7.01,13.09,9.83,2.07,0.41,9.08,6.32,13.32,9.31,2.12,0.42,133.61,1.0,speed,WSNTP4114A
256.64,228.82,281.98,254.69,15.45,3.03,10.75,8.96,12.65,10.76,1.16,0.23,10.31,8.43,12.14,10.36,1.16,0.23,132.3,1.0,speed,WTBXP2683L
253.99,228.37,278.43,252.96,15.21,2.98,16.9,14.98,18.71,16.82,1.18,0.23,16.06,14.42,18.31,16.2,1.15,0.23,130.14,1.0,speed,XDAFB7350M
253.19,225.77,280.69,253.04,17.57,3.44,9.29,7.64,11.11,9.41,1.21,0.24,8.87,7.31,11.18,9.12,1.23,0.24,131.13,1.0,speed,XDFKW2704K
275.64,237.18,320.51,279.17,27.38,5.37,15.06,12.16,18.91,15.24,2.01,0.39,15.4,12.04,19.11,15.52,2.14,0.42,129.31,1.0,speed,XIGJJ1201J
253.81,232.17,281.73,255.79,16.12,3.16,15.36,13.05,17.39,15.23,1.39,0.27,15.1,12.66,17.57,15.15,1.53,0.3,125.19,1.0,speed,XKAWN3771U
225.13,178.01,272.77,226.07,28.98,5.68,6.28,3.66,9.42,6.43,1.72,0.34,5.3,3.06,8.1,5.48,1.57,0.31,143.23,1.0,speed,XPABC1435F
230.6,209.05,263.04,232.11,17.01,3.33,9.05,6.9,11.65,9.21,1.3,0.26,8.2,5.93,10.42,8.25,1.27,0.25,134.15,1.0,speed,XQAGA4299B
271.68,251.28,301.08,273.66,15.46,3.03,15.05,12.74,17.23,14.96,1.43,0.28,14.58,12.2,16.97,14.59,1.45,0.28,137.83,1.0,speed,XWUBX0795L
250.0,191.67,300.0,247.75,35.57,6.97,9.58,4.96,15.0,9.88,3.04,0.6,9.26,4.62,14.65,9.39,3.02,0.59,133.08,1.0,speed,YEXCH8391J
280.0,239.8,332.2,279.4,28.56,5.6,11.6,8.38,15.22,11.7,2.16,0.42,12.51,8.6,16.65,12.42,2.4,0.47,122.79,1.0,speed,YPKYH1768F
240.22,212.15,268.44,240.36,20.2,3.96,12.57,10.04,14.8,12.38,1.67,0.33,11.02,8.34,13.33,10.97,1.55,0.3,140.92,1.0,speed,YQMZV4284N
256.12,218.26,285.08,252.81,21.95,4.3,7.8,5.78,10.91,8.02,1.43,0.28,7.5,5.16,10.47,7.63,1.51,0.3,132.69,1.0,speed,ZBVSO0975W
241.21,218.34,268.91,242.29,16.13,3.16,11.31,9.54,13.19,11.4,1.15,0.23,10.52,8.68,12.12,10.45,1.09,0.21,135.0,1.0,speed,ZHCLE1578P
245.39,219.35,276.47,246.52,16.92,3.32,6.87,5.03,8.38,6.77,1.06,0.21,6.17,4.66,7.83,6.22,0.98,0.19,137.35,1.0,speed,ZRRCV7012C
258.57,229.43,281.67,256.9,16.28,3.19,17.81,16.24,20.12,18.03,1.34,0.26,15.15,13.09,17.17,15.18,1.28,0.25,162.67,1.0,onset,AGNOF1041H
263.34,239.72,284.43,263.1,13.49,2.64,14.87,13.29,16.46,14.9,1.05,0.21,13.2,11.6,15.0,13.23,1.03,0.2,153.29,1.0,onset,AKCGO9726K
242.0,208.0,278.2,242.32,21.31,4.18,9.6,7.6,11.82,9.67,1.36,0.27,6.87,5.34,8.81,7.01,1.03,0.2,183.24,1.0,onset,AOBTM3098N
234.62,195.79,266.51,234.37,21.33,4.18,10.71,8.42,12.53,10.69,1.24,0.24,7.93,6.13,9.17,7.85,1.03,0.2,179.68,1.0,onset,APXEE8191H
232.73,196.36,269.27,233.2,23.63,4.63,12.0,9.45,15.27,12.07,1.85,0.36,8.22,6.47,10.61,8.21,1.27,0.25,190.05,1.0,onset,ATDID5461S
269.41,219.18,324.2,269.63,31.46,6.17,6.85,4.54,9.61,6.83,1.67,0.33,4.95,3.01,7.48,5.12,1.33,0.26,193.03,1.0,onset,BBXPQ0212O
242.06,212.1,273.91,242.16,19.82,3.89,14.68,12.49,17.46,14.78,1.53,0.3,11.98,10.22,14.57,12.14,1.32,0.26,160.74,1.0,onset,BICAW1125K
276.23,237.69,300.0,273.23,20.22,3.96,20.66,17.55,24.0,20.65,1.93,0.38,17.63,15.17,20.92,17.68,1.77,0.35,166.71,1.0,onset,BQZGT7491V
256.76,222.86,284.01,255.27,20.58,4.03,13.29,10.59,15.77,13.12,1.57,0.31,10.65,8.54,13.12,10.72,1.45,0.28,168.37,1.0,onset,BXXZS5063A
256.2,206.61,330.58,260.17,39.21,7.69,19.01,14.01,24.79,19.12,3.53,0.69,15.1,11.03,22.31,15.32,3.2,0.63,171.63,1.0,onset,CNBGF2713O
266.41,237.45,297.3,267.32,17.74,3.48,14.09,11.77,16.41,14.08,1.43,0.28,11.61,9.35,13.86,11.65,1.37,0.27,169.99,1.0,onset,CQAAX8797Z
256.8,214.12,299.49,255.65,24.55,4.81,10.88,7.82,14.3,10.9,1.92,0.38,7.11,4.69,9.53,7.06,1.45,0.28,209.15,1.0,onset,CYVHC2532V
255.9,232.24,284.47,257.53,14.24,2.79,10.0,8.57,11.81,10.09,1.07,0.21,8.09,6.71,9.45,8.08,0.88,0.17,173.03,1.0,onset,DANAH4615Q
265.57,240.48,287.37,265.36,15.88,3.11,19.55,16.6,21.8,19.42,1.63,0.32,16.53,14.25,18.96,16.62,1.48,0.29,162.67,1.0,onset,DLNBB9786K
257.32,236.28,277.34,258.67,12.67,2.48,19.24,16.7,21.49,19.26,1.33,0.26,16.45,14.31,18.09,16.36,1.2,0.23,161.31,1.0,onset,DNOYM6465G
269.3,236.95,303.49,269.38,20.14,3.95,11.49,9.18,14.15,11.6,1.58,0.31,8.07,6.18,10.18,8.16,1.2,0.24,201.21,1.0,onset,DQKFO8183I
264.33,243.22,295.96,266.06,16.2,3.18,11.52,9.58,13.68,11.56,1.2,0.23,8.94,7.04,10.84,8.92,1.1,0.21,183.35,1.0,onset,DZJVD1372Z
262.91,235.76,291.46,264.12,17.44,3.42,15.83,14.16,17.9,15.93,1.3,0.25,13.39,11.81,15.67,13.49,1.16,0.23,165.1,1.0,onset,EQPWM6065O
244.33,213.31,276.85,245.22,20.4,4.0,12.71,10.74,14.68,12.66,1.17,0.23,10.04,8.61,11.76,10.08,1.02,0.2,168.81,1.0,onset,EQZZZ5658G
272.19,258.46,284.48,272.22,8.18,1.6,9.27,8.04,10.36,9.22,0.73,0.14,7.27,6.35,8.28,7.29,0.62,0.12,182.51,1.0,onset,FAJKD7118X
246.82,223.23,279.49,247.91,17.12,3.36,9.62,7.8,11.99,9.68,1.31,0.26,7.22,5.83,9.08,7.24,1.11,0.22,179.94,1.0,onset,FCCJC8768V
268.08,240.65,294.33,268.79,16.44,3.22,13.15,10.97,15.09,13.14,1.19,0.23,10.86,8.94,12.23,10.76,1.1,0.22,173.7,1.0,onset,FLVXS2956M
264.25,246.93,284.11,264.73,13.0,2.55,15.46,13.81,17.1,15.49,1.04,0.2,13.65,11.96,14.96,13.6,0.95,0.19,157.38,1.0,onset,FPTBM7594G
234.64,209.5,273.88,237.04,20.89,4.09,8.94,6.41,11.73,8.99,1.6,0.31,6.14,4.4,7.72,6.1,1.08,0.21,189.89,1.0,onset,FWHZZ0143J
251.64,218.71,282.49,251.97,19.54,3.83,15.97,12.91,19.26,15.94,1.84,0.36,12.53,9.89,14.97,12.55,1.6,0.31,172.91,1.0,onset,FYFMU3598G
266.91,242.57,291.25,269.87,16.04,3.14,21.32,18.53,23.54,21.28,1.59,0.31,16.95,14.94,19.24,17.03,1.35,0.26,177.45,1.0,onset,GKONI0110I
259.64,234.88,284.4,260.23,15.08,2.96,13.01,10.84,14.7,12.97,1.24,0.24,10.88,8.95,12.66,10.93,1.07,0.21,164.82,1.0,onset,GLRVJ5773V
272.06,244.91,303.92,272.9,17.04,3.34,15.13,13.11,17.03,15.25,1.25,0.25,13.05,11.33,14.93,13.13,1.21,0.24,164.95,1.0,onset,GRCGI3873D
257.53,220.65,286.12,256.07,19.57,3.84,14.8,13.04,17.4,14.96,1.36,0.27,13.19,11.32,15.23,13.22,1.26,0.25,152.48,1.0,onset,GWOXR9160G
262.88,239.79,293.16,263.2,15.38,3.01,19.54,17.03,22.21,19.57,1.68,0.33,14.15,12.11,16.72,14.28,1.37,0.27,190.68,1.0,onset,HBFCN1575G
258.65,230.56,285.01,259.01,17.33,3.4,10.21,8.4,13.01,10.33,1.29,0.25,8.75,7.09,10.5,8.74,1.07,0.21,162.28,1.0,onset,HGGNH9018F
254.6,205.21,294.79,254.29,27.46,5.38,12.27,9.8,15.37,12.44,1.87,0.37,10.13,7.88,12.85,10.21,1.6,0.31,167.15,1.0,onset,HONZP0443O
